project,change_id,patchset_count,old_patchset,new_patchset,old_message_clean,new_message_clean
onap,cps~master~Ia37204afdf2a3c91afe415f8ce7641016fe18259,20,7,8,[Test Patch] Delta Performance improvement in older implementation,"[Internal Review] Delta API's Performance improvement

- Removed useless object creation and manipulations
- Reduced Cps path parsing.
- Implemented Parallel Processing for independent ops"
onap,cps~master~Ia37204afdf2a3c91afe415f8ce7641016fe18259,20,9,10,"[Internal Review] Delta API's Performance improvement

- Removed useless object creation and manipulations
- Reduced Cps path parsing.
- Implemented Parallel Processing for independent ops","[Internal Review] Delta API's Performance improvement

- Removed useless object creation and manipulations
- Reduced Cps path parsing.
- Implemented Parallel Processing for independent ops

Issue-ID: CPS-3174"
onap,cps~master~Ia37204afdf2a3c91afe415f8ce7641016fe18259,20,10,11,"[Internal Review] Delta API's Performance improvement

- Removed useless object creation and manipulations
- Reduced Cps path parsing.
- Implemented Parallel Processing for independent ops

Issue-ID: CPS-3174","[Internal Review] Delta API's Performance improvement

- Removed useless object creation and manipulations
- Reduced Cps path parsing.
- Implemented Parallel Processing for independent ops"
onap,cps~master~Ia37204afdf2a3c91afe415f8ce7641016fe18259,20,14,15,"[Internal Review] Delta API's Performance improvement

- Removed useless object creation and manipulations
- Reduced Cps path parsing.
- Implemented Parallel Processing for independent ops","Delta API's Performance improvement

- Removed useless object creation and manipulations
- Reduced Cps path parsing.
- Implemented Parallel Processing for independent ops"
onap,so~master~I3112a2dd2c681b533bde239310a2844ef6013d6e,9,7,8,"Migrate SO to Spring Boot 3.0.13 and Jakarta EE

Bump framework versions:
- Spring Boot 2.7.18 -> 3.0.13
- Spring Cloud 2021.0.9 -> 2022.0.5
- Apache CXF 3.4.10 -> 4.0.5
- Camunda 7.17.0 -> 7.20.0
- Logback 1.2.11 -> 1.4.14
- gRPC 1.29.0 -> 1.58.0
- JUnit Jupiter 5.8.2 -> 5.9.3
- aai-schema 1.12.10 -> 1.14.0
- logging-analytics 1.6.9 -> 1.7.0-SNAPSHOT
- WireMock 2.35.0 -> 3.3.1
- MariaDB JDBC 2.7.7 -> 3.1.4
- SnakeYAML 1.31 -> 2.0
- Jersey 2.35 -> 3.1.5
- Jackson JAXRS -> Jackson Jakarta RS
- JAXB impl -> org.glassfish.jaxb:jaxb-runtime 4.0.5
- HttpClient 4.x -> 5.x in clients-base

Full javax -> jakarta namespace migration:
- 2038 Java imports and 127 Groovy imports migrated
- OpenRewrite JavaxMigrationToJakarta recipe + manual fixes
- javax.ws.rs -> jakarta.ws.rs
- javax.servlet -> jakarta.servlet
- javax.persistence -> jakarta.persistence
- javax.annotation -> jakarta.annotation
- javax.inject -> jakarta.inject
- javax.interceptor -> jakarta.interceptor
- javax.xml.bind -> jakarta.xml.bind
- javax.validation -> jakarta.validation

Spring Security 6 migration:
- Removed WebSecurityConfigurerAdapter (deleted BaseWebSecurityConfigurerAdapter)
- Rewrote to SecurityFilterChain bean pattern
- authorizeRequests() -> authorizeHttpRequests()
- antMatchers() -> requestMatchers()
- Lambda DSL for csrf/cors configuration

Apache HttpClient 4 -> 5 migration:
- HttpComponentsClientConfiguration rewritten for HC5 API
- VnfmAdapterCreateVnfTaskConfiguration SSL setup migrated
- Spring HttpComponentsClientHttpRequestFactory uses HC5

Additional fixes:
- WebMvcConfigurerAdapter -> WebMvcConfigurer
- HttpStatusCode vs HttpStatus (Spring 6 return type change)
- getRawStatusCode() -> getStatusCode().value()
- swagger-jaxrs2 -> swagger-jaxrs2-jakarta
- JacksonJaxbJsonProvider -> JacksonJsonProvider
- LocalServerPort package moved to test.web.server
- SocketUtils removed (replaced with ServerSocket)
- fluent-builder-maven-plugin: fix SnakeYAML 2.0 code-points limit
- Groovy modules: source/target level 15 for groovy-eclipse-batch compat

Issue-ID: SO-4310","Migrate SO to Spring Boot 3.0.13 and Jakarta EE

Bump framework versions:
- Spring Boot 2.7.18 -> 3.0.13
- Spring Cloud 2021.0.9 -> 2022.0.5
- Apache CXF 3.4.10 -> 4.0.5
- Camunda 7.17.0 -> 7.20.0
- Logback 1.2.11 -> 1.4.14
- SLF4J 1.7.36 -> 2.0.9
- gRPC 1.29.0 -> 1.58.0
- JUnit Jupiter 5.8.2 -> 5.9.3
- aai-schema 1.12.10 -> 1.14.0
- logging-analytics 1.6.9 -> 1.7.0-SNAPSHOT
- WireMock 2.35.0 -> 3.3.1
- MariaDB JDBC 2.7.7 -> 3.1.4
- SnakeYAML 1.31 -> 2.0
- Jersey 2.35 -> 3.1.5
- Jackson JAXRS -> Jackson Jakarta RS
- JAXB impl -> org.glassfish.jaxb:jaxb-runtime 4.0.5
- HttpClient 4.x -> 5.x in clients-base

Full javax -> jakarta namespace migration:
- 2038 Java imports and 127 Groovy imports migrated
- OpenRewrite JavaxMigrationToJakarta recipe + manual fixes
- javax.ws.rs -> jakarta.ws.rs
- javax.servlet -> jakarta.servlet
- javax.persistence -> jakarta.persistence
- javax.annotation -> jakarta.annotation
- javax.inject -> jakarta.inject
- javax.interceptor -> jakarta.interceptor
- javax.xml.bind -> jakarta.xml.bind
- javax.validation -> jakarta.validation

Spring Security 6 migration:
- Removed WebSecurityConfigurerAdapter (deleted BaseWebSecurityConfigurerAdapter)
- Rewrote to SecurityFilterChain bean pattern
- authorizeRequests() -> authorizeHttpRequests()
- antMatchers() -> requestMatchers()
- Lambda DSL for csrf/cors configuration

Apache HttpClient 4 -> 5 migration:
- HttpComponentsClientConfiguration rewritten for HC5 API
- VnfmAdapterCreateVnfTaskConfiguration SSL setup migrated
- Spring HttpComponentsClientHttpRequestFactory uses HC5

Camunda 7.17 -> 7.20 migration:
- Set enforce-history-time-to-live=false in test configs
- Set jdbc-batch-processing=false for MariaDB4j in tests
- Fix message correlation to use processInstanceId (7.20 stricter matching)
- Fix jersey-hk2 version (was 2.26/javax, now managed/jakarta)

Additional fixes:
- WebMvcConfigurerAdapter -> WebMvcConfigurer
- HttpStatusCode vs HttpStatus (Spring 6 return type change)
- getRawStatusCode() -> getStatusCode().value()
- swagger-jaxrs2 -> swagger-jaxrs2-jakarta
- JacksonJaxbJsonProvider -> JacksonJsonProvider
- LocalServerPort package moved to test.web.server
- SocketUtils removed (replaced with ServerSocket)
- fluent-builder-maven-plugin: fix SnakeYAML 2.0 code-points limit
- Groovy modules: source/target level 15 for groovy-eclipse-batch compat
- TracingTest: adapt for Micrometer Tracing (replaces Spring Cloud Sleuth)
- so-simulator: pin SLF4J 1.7/Logback 1.2 (Citrus 2.x incompatible with SB3)

Issue-ID: SO-4310"
onap,cps~master~I57814d1230469be5782187c6a6f51e77078ec165,10,3,4,"[Internal Review] Pagination in Get Anchors API

- Added support to pagination feature in Get Anchor API
- Pagination can be apply either on filtration or not.

Issue-ID: CPS-3236","[Internal Review] Pagination in Get Anchors API

- Added support to pagination feature in Get Anchor API
- Pagination can be apply either on filtration or not.

Issue-ID: CPS-3251"
onap,cps~master~I57814d1230469be5782187c6a6f51e77078ec165,10,5,6,"[Internal Review] Pagination in Get Anchors API

- Added support to pagination feature in Get Anchor API
- Pagination can be apply either on filtration or not.

Issue-ID: CPS-3251","[Internal Review] Pagination in Get Anchors API

- Added support to pagination feature in Get Anchor API
- Pagination can be apply either on filtration or without filtration.

Issue-ID: CPS-3251"
onap,cps~master~I57814d1230469be5782187c6a6f51e77078ec165,10,8,9,"[Internal Review] Pagination in Get Anchors API

- Added support to pagination feature in Get Anchor API
- Pagination can be apply either on filtration or without filtration.

Issue-ID: CPS-3251","Pagination in Get Anchors API

- Added support to pagination feature in Get Anchor API
- Pagination can be apply either on filtration or without filtration.

Issue-ID: CPS-3251"
onap,sdnc%2Fnorthbound~master~I6fcace54aefd94cfc5b303daaa11778eb2f1a39c,4,2,3,"Intermittend blueprint issues

- remove declaration that is incompatible with the Scandium release

Issue-ID: SDNC-1866","Fix SvcLogicService OSGi wiring race condition

- add lazy SvcLogicService resolution in client (retry from OSGi
registry on first use if null at construction time)
- remove dead static getSvcLogicService/findSvcLogicService code
from GenericResourceApiProvider
- throw SvcLogicException instead of NPE when service unavailable

Issue-ID: SDNC-1866"
onap,policy%2Fparent~master~I3b0e64b314fe837fb160f1ab0fb6c01a9217a53e,5,1,2,"Remove unused OWASP plugin and CVE profile

The plugin is extremely slow as it NVD is rate-limited without an
account. It is recommended to use a local scanner like Trivy instead.
Note this profile is NOT used in pipelines like CLM jobs.

Issue-ID: POLICY-5592","Remove unused OWASP plugin and CVE profile

The plugin is extremely slow as NVD is rate-limited without an
account. It is recommended to use a local scanner like Trivy instead.
Note this profile is NOT used in any pipelines like CLM jobs.

Issue-ID: POLICY-5592"
onap,policy%2Fparent~master~Ic3914e93ea4d75aa892491a644caa57a7e4a59dc,6,1,2,"Update dods for Refactor messages removing old backward compatibility

Issue-ID: POLICY-5597","Update docs for Refactor messages removing old backward compatibility

Issue-ID: POLICY-5597"
onap,cps~master~I1cdf3cfc7ac19ef820633b21f97590029a0dc239,7,3,4,"Prevent NCMP batch requests from using async M2M topic as target topic

Issue-ID: CPS-3263","Prevent NCMP batch requests from using the async intermediate Kafka topic as the final target topic.

Issue-ID: CPS-3263"
